Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Debut,Age,Seasons,NHLid,CorsicaID,H-Ref Name,Last Name,First Name,Position,Team,GP,G,A,A1,PTS,Rnk,Gap,PTS/GP,PAX,GC,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI,TOI,TOI/GP,TOI%,IPP%,iCF,iCF,iCF,iFF,iFF,iSF,iSCF,iHDCF,iRush,iReb,iDS,ixG,sDist,Pass,TOff,TOff/60,OZS,NZS,DZS,ZS%,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,FO%,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,Hat,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPENT2,iPENT5,iPEND,iPEND2,iPEND5,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,GF,GA,SH%,SV%,PDO,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HDCF,HDCA,HDGF,HDGA,PENT,PEND,OPS,DPS,PS,GS,GS/G,Star,OWAR,DWAR,WAR,SOS,SOG,SOGDG,Grit,DAP,Pres,CPP,CPP,Pace,MGL,Injuries,CHIP,NMC,Status,Salary,Cap Hit,GP,G,A,PTS,+/-,PIM,Shot,TOI,OPS,DPS,PS,
1988-06-04,Pittsburgh,PA,USA,USA,73,196,2008,7,190,L,2010,29,8,8474749,MATT.BARTKOWSKI,Matt Bartkowski,Bartkowski,Matt,D,CGY,18,0,3,1,3,23,81,0.17,-0.4,0.9,-3,-2.1,4,303,14413,240.2,240.22,240,13.35,22.68,42.90%,37,37,37,26,26,21,3,0,0,1,1,0.57,53.5238,32.8,69.8,17.4,66,87,68,49.30%,31,31,12,19,5,18,3,13,6.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,2,0,0,13,2,0,3,3,0,0,0,0,-2,-2,2,0,0,0,0,203,256,147,202,104,142,7.03,11.64,7,10,6.70%,0.93,0.997,207,255,149,201,106,142,7,10,99,129,26,52,6,6,19,17,0,0.4,0.4,1.3,0.07,0.0769,-0.25,-0.12,-0.37,,,,48,17,0.00%,2.6,2.6,114.6,,,,,UFA,"$650,000","$612,500",253,7,40,47,-13,157,291,4367,0.6,8.2,8.8,2.6
1995-03-17,Quebec City,QC,CAN,CAN,74,185,2015,4,107,L,2017,22,1,8478846,CHRISTIAN.WOLANIN,Christian Wolanin,Wolanin,Christian,D,OTT,10,1,2,0,3,27,59,0.3,0,1.1,-4,0.7,0,186,8788,146.5,146.47,146,14.65,24.63,50.00%,20,20,20,16,16,14,11,1,0,1,1,0.62,43.8571,0,20,8.2,47,40,23,67.10%,5,5,9,-4,2,5,3,5,5.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,149,119,113,91,84,66,6.32,5.36,6,9,7.10%,0.864,0.935,148,119,112,91,84,66,6,9,70,58,35,24,6,4,9,6,0.2,0,0.2,3.6,0.36,0.0089,0,0.04,0.04,,,,10,0,3.80%,3,3.1,109.8,,,,,RFA,"$925,000","$925,000",10,1,2,3,-4,0,14,146,0.2,0,0.2,3
1990-04-23,Minneapolis,MN,USA,USA,74,205,,,,R,2012,27,5,8476807,MATT.TENNYSON,Matt Tennyson,Tennyson,Matt,D,BUF,15,0,0,0,0,35,64,0,-2.9,0,-8,-4.1,8,376,16175,269.6,269.58,270,17.97,30.1,0.00%,47,47,47,31,31,25,13,0,0,3,3,0.89,52.12,0,47,10.5,99,91,85,53.80%,13,13,25,-12,6,6,1,11,5.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,7,5,0,0,13,4,1,4,4,0,1,1,0,-3,-1.8,4,0,0,0,0,242,244,174,195,135,141,10.38,12.57,11,19,8.10%,0.865,0.947,244,243,175,194,135,140,11,19,106,112,39,47,7,11,10,17,-0.3,0.1,-0.2,-0.6,-0.04,0.0125,-0.16,-0.08,-0.24,,,,32,3.5,0.00%,-0.8,-0.4,108.2,11,Foot,87,,UFA,"$650,000","$650,000",120,3,17,20,-18,32,129,1709,0.4,2.6,3,-0.8
1996-04-02,Kosice,,SVK,SVK,75,201,2015,5,139,R,2017,21,1,8478868,CHRISTIAN.JAROS,Christian Jaros,Jaros,Christian,D,OTT,2,0,0,0,0,40,62,0,0,0,0,0.4,0,28,956,15.9,15.93,16,7.97,12.87,0.00%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,7.5,6,7,3,66.70%,4,4,0,4,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.1,0,0,0,0,0,10,12,8,8,5,6,0.39,0.33,0,0,0.00%,1,1,10,11,8,8,5,6,0,0,4,5,2,1,0,0,1,2,0,0,0,0.1,0.05,0.0002,0,0,0,,,,4,0,0.00%,0,0.2,82.9,,,,M-NTC,RFA,"$730,000","$755,000",2,0,0,0,0,0,0,16,0,0,0,0
1996-11-28,Brandon,MB,CAN,CAN,74,209,,,,R,2017,21,1,8480727,ZACH.WHITECLOUD,Zach Whitecloud,Whitecloud,Zach,D,VGK,1,0,0,0,0,30,78,0,0,0,3,0.3,0,20,1002,16.7,16.7,17,16.7,28.69,0.00%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6,7,13,0,100.00%,0,0,4,-4,0,0,0,1,7.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,15,14,14,12,11,9,0.75,0.94,3,0,27.30%,1,1.273,15,14,14,12,11,9,3,0,11,9,5,4,2,0,1,2,0,0.3,0.2,0.6,0.55,0.0002,0,0,0,,,,1,0,0.00%,0,0,104.2,,,,NMC,RFA,"$925,000","$925,000",1,0,0,0,3,0,0,17,0,0.3,0.2,0
1993-09-27,Regina,SK,CAN,CAN,73,205,2012,1,2,L,2013,24,5,8476850,RYAN.MURRAY,Ryan Murray,Murray,Ryan,D,CBJ,44,1,11,6,12,17,70,0.27,0,3.9,4,-1.2,8,1058,48672,810.8,810.83,811,18.44,30.71,41.40%,85,86,86,56,57,34,26,4,2,4,6,1.62,50,130,215,15.9,225,227,311,42.00%,31,31,47,-16,23,18,11,75,11.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,8,9,1,0,14,4,1,4,4,0,1,1,0,-3,0.2,4,0,0,0,0,675,774,510,556,385,420,35.84,37.8,29,31,7.50%,0.926,1.002,673,772,508,555,383,420,29,31,337,358,131,156,16,16,39,47,0.3,2,2.3,13.2,0.3,0.2993,-0.18,0.32,0.14,,,,114,10.5,0.80%,11.2,12,107.2,38,"Undisclosed, Upper body",1366,,RFA,"$2,825,000","$2,825,000",264,12,60,72,2,90,246,5323,2.7,11,13.7,11.2
1994-03-09,Vancouver,BC,CAN,CAN,73,217,2012,1,5,L,2013,23,5,8476853,MORGAN.RIELLY,Morgan Rielly,Rielly,Morgan,D,TOR,76,6,46,25,52,6,17,0.68,23,17,-4,1.9,14,2260,98495,1641.6,1640.73,1642,21.6,35.55,51.50%,371,371,371,248,248,182,126,7,9,25,34,8.96,52.0495,380.5,751.5,27.5,677,593,594,53.30%,48,48,99,-51,66,79,34,84,6.40%,0,2,0.00%,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,3,8,54,1,0,17,62,0,0,102,7,9,7,7,0,9,9,0,2,8.9,7,0,0,0,0,1873,1568,1410,1231,1002,905,111.44,86.36,101,85,10.10%,0.906,1.007,1870,1567,1408,1231,999,904,101,85,1066,831,421,337,56,48,72,87,4,2.7,6.8,53.8,0.71,3.7466,1.56,-0.8,0.76,,,,146,11.7,2.50%,50.6,53.8,125.8,6,Upper body,366,,UFA,"$5,000,000","$5,000,000",388,31,140,171,-70,89,764,8165,12.2,10.5,22.7,50.6
1994-01-20,Helsingborg,,SWE,SWE,75,208,2012,1,6,L,2013,24,5,8476854,HAMPUS.LINDHOLM,Hampus Lindholm,Lindholm,Hampus,D,ANA,69,13,18,9,31,11,38,0.45,5.4,11.8,16,1.8,34,1795,94143,1569.1,1569.38,1569,22.74,37.36,37.80%,278,278,278,179,179,131,85,12,8,19,27,8.34,57.3053,131.3,409.3,15.6,461,504,596,43.60%,93,93,120,-27,48,63,24,97,7.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,0,0,0,0,4,2,1,0,6,1,0,3,44,2,0,40,22,3,0,64,17,7,17,17,0,4,4,0,-10,-6.7,17,0,0,0,0,1486,1488,1137,1137,792,812,80.43,81.77,82,69,10.40%,0.915,1.019,1484,1492,1133,1141,789,813,81,69,767,781,311,295,50,34,103,78,2.6,4.6,7.2,40.9,0.59,3.6981,-0.08,0.15,0.07,,,,224,6.9,7.10%,27.6,29.7,113.7,9,"Undisclosed, Upper body",512,,UFA,"$6,000,000","$5,205,556",371,42,101,143,90,178,597,8024,10.5,23.9,34.3,27.6
1994-07-25,Regina,SK,CAN,CAN,72,184,2012,1,7,R,2013,23,5,8476856,MATT.DUMBA,Mathew Dumba,Dumba,Matt,D,MIN,82,14,36,19,50,5,26,0.61,21.9,17.6,15,2.7,41,2112,117169,1952.8,1952.82,1953,23.81,39.25,45.00%,368,369,369,252,253,176,100,12,6,15,21,10.35,54.6818,254.5,622.5,19.1,626,619,671,48.30%,136,136,83,53,77,52,22,112,7.30%,2,0,100.00%,1,0,1,0,0,0,1,0,0,0,1,0,0,2,1,4,0,0,0,0,0,10,0,0,0,4,1,6,12,58,0,2,96,15,0,0,63,19,12,18,17,1,13,12,1,-7,0.1,18,1,0,0,0,1763,1900,1358,1426,1007,1003,91.24,80.78,111,87,11.00%,0.913,1.023,1765,1897,1359,1423,1007,1001,111,87,868,850,362,330,53,45,117,121,4.1,5.1,9.3,44.6,0.54,6.6813,0.08,0.6,0.68,1,0,0,290,8.8,5.90%,45.9,50,112.5,,,,,RFA,"$2,750,000","$2,550,000",310,44,84,128,39,163,557,5894,11.3,15.3,26.6,45.9
1987-07-26,Victoria,BC,CAN,CAN,74,198,,,,L,2011,30,7,8474818,JORDIE.BENN,Jordie Benn,Benn,Jordie,D,MTL,77,4,11,5,15,14,39,0.19,-2.8,5.5,-2,2.9,34,2082,87647,1460.8,1460.78,1461,18.97,31.78,34.90%,217,217,217,142,142,106,53,4,6,11,17,3.27,61.4906,187.4,404.4,16.6,437,512,579,43.00%,90,90,135,-45,36,74,20,153,11.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,6,29,3,0,38,9,0,0,56,14,4,14,12,2,6,4,2,-10,-1.3,12,2,0,0,0,1329,1628,974,1166,707,827,59.33,74.22,43,79,6.10%,0.904,0.965,1337,1626,979,1165,712,827,44,79,613,775,252,297,27,47,86,80,0.2,3.2,3.4,20.5,0.27,0.9088,-0.08,-0.05,-0.13,,,,279,9.2,2.10%,11.6,14.7,121.5,,,,,UFA,"$1,100,000","$1,100,000",392,17,71,88,4,157,425,7065,2.9,13.7,16.6,11.6
1996-10-10,Haapavesi,,FIN,FIN,73,176,2015,7,198,L,2017,21,1,8478915,SAMI.NIKU,Sami Niku,Niku,Sami,D,WPG,1,1,0,0,1,27,90,1,0,0.5,0,-0.6,0,18,913,15.2,15.22,15,15.22,24.47,33.30%,3,3,3,2,2,2,2,1,0,0,0,0.17,29,0,3,11.8,7,3,7,50.00%,0,0,1,-1,0,0,1,3,18.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,14,18,12,13,11,13,0.52,1.35,3,3,27.30%,0.769,1.042,15,18,13,13,12,13,3,3,8,14,4,6,2,3,3,1,0.2,0,0.2,0.8,0.8,0.0332,0,0,0,,,,3,0,30.10%,1,1,126.1,,,,,RFA,"$742,500","$775,000",1,1,0,1,0,0,2,15,0.2,0,0.2,1
1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,4,132,L,2005,32,13,8470724,KYLE.QUINCEY,Kyle Quincey,Quincey,Kyle,D,MIN,18,0,3,0,3,25,73,0.17,-1.9,0.9,-4,-5.7,28,352,15418,257,256.97,257,14.28,24.15,37.50%,18,18,18,13,13,11,4,1,1,0,1,0.36,59.5455,0,18,4.2,59,75,90,39.60%,21,21,16,5,2,16,6,18,7.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,2,0,0,4,10,3,10,10,0,3,3,0,-7,-6.1,9,0,0,1,0,165,302,131,231,98,172,9.07,14.08,8,17,8.20%,0.901,0.983,168,303,134,232,101,173,8,17,84,156,35,60,3,9,28,12,0,0.2,0.2,-2.7,-0.15,0.0338,-0.05,-0.26,-0.31,,,,67,3,0.00%,0.2,1.8,109,,,,,UFA,"$1,250,000","$1,250,000",586,36,122,158,8,548,893,11837,7,27.2,34.2,0.2
1994-03-26,Lakeville,MN,USA,USA,75,211,2012,1,28,L,2015,23,3,8476869,BRADY.SKJEI,Brady Skjei,Skjei,Brady,D,NYR,82,4,21,9,25,13,28,0.3,-11.8,8.3,-27,-6.4,39,2263,103443,1724.1,1723.28,1724,21.03,34.74,41.00%,282,281,282,202,202,153,113,27,4,15,19,9.05,43.4314,183.8,465.8,16.2,599,566,504,54.30%,127,127,108,19,49,62,27,119,8.10%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,1,0,0,0,0,2,9,38,8,2,38,19,3,3,80,18,13,19,18,1,15,14,1,-5,5.2,17,1,0,0,0,1568,1782,1212,1351,879,1010,86.14,92.75,61,92,6.90%,0.909,0.978,1566,1780,1210,1349,880,1008,62,92,831,895,381,380,47,48,98,98,0.9,1.8,2.7,18.8,0.23,1.4875,0.33,-0.42,-0.08,,,,286,9.1,1.80%,21.1,26,116.6,,,,,RFA,"$925,000","$925,000",169,9,55,64,-15,85,286,3245,3.8,5.4,9.2,21.1
1994-08-22,Jyväskylä,,FIN,FIN,74,206,2012,1,22,L,2013,23,5,8476874,OLLI.MAATTA,Olli Maatta,Maatta,Olli,D,PIT,82,7,22,10,29,11,69,0.35,5.1,10,-1,3.9,28,2087,92279,1538,1538,1538,18.76,31.37,42.60%,318,318,318,215,215,164,92,10,5,20,25,6.08,53.2439,206.7,524.7,20.5,520,472,460,53.10%,131,131,196,-65,51,50,17,115,9.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,1,0,0,1,1,3,4,43,7,0,53,22,0,0,82,14,8,14,14,0,8,8,0,-6,2.5,14,0,0,0,0,1524,1491,1159,1099,860,809,67.59,69.96,68,72,7.90%,0.911,0.99,1521,1493,1157,1100,857,810,66,72,724,748,281,293,34,38,87,82,1.8,3.1,4.9,39.8,0.48,1.6676,0.07,-0.22,-0.14,,,,274,10.6,2.70%,26.2,29.5,117.6,,,,,UFA,"$4,083,300","$4,083,333",302,24,69,93,52,86,471,5726,5.6,15.7,21.3,26.2
1994-02-27,Pointe-Claire,QC,CAN,CAN,74,192,2012,1,23,L,2015,23,3,8476875,MIKE.MATHESON,Mike Matheson,Matheson,Mike,D,FLA,81,10,17,9,27,10,51,0.33,10.6,9.9,-1,-2,61,2182,103699,1728.3,1728.32,1728,21.34,35.4,33.80%,320,320,320,237,237,167,114,17,8,12,20,8.71,48.4551,184.3,504.3,17.5,435,586,646,40.20%,53,53,83,-30,70,92,68,137,9.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,3,1,0,0,6,0,1,7,62,6,0,66,30,0,4,61,25,19,26,25,1,20,20,0,-6,2.1,23,1,0,1,0,1642,1787,1283,1339,966,1016,75.34,84.53,80,89,8.30%,0.912,0.995,1644,1783,1280,1337,964,1014,80,87,799,871,280,329,46,53,126,143,1.6,3.5,5.1,33.9,0.42,3.2152,-0.21,-0.15,-0.36,1,1,0,252,5.3,4.30%,20.9,27.4,119,1,Upper body,11,,UFA,"$925,000","$925,000",165,17,27,44,-5,99,350,3486,2.1,7.6,9.6,20.9
1993-10-08,Madison,WI,USA,USA,74,190,2012,1,25,R,2016,24,2,8476877,JORDAN.SCHMALTZ,Jordan Schmaltz,Schmaltz,Jordan,D,STL,13,0,1,1,1,25,69,0.08,-1.9,0.3,0,0.8,6,216,8558,142.6,142.63,143,10.97,18.64,33.30%,13,13,13,6,6,5,0,0,0,0,0,0.1,53.4,38.3,51.3,21.6,46,31,29,61.30%,4,4,9,-5,1,4,0,12,13.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,1,3,3,0,1,1,0,-2,-0.3,3,0,0,0,0,123,115,82,77,63,55,3.72,4.9,3,3,4.80%,0.945,0.993,122,115,81,77,62,55,3,3,59,45,13,14,2,2,6,8,-0.1,0.3,0.3,1.9,0.14,0.0115,0.02,-0.05,-0.03,,,,22,1.3,0.00%,0.4,0.9,100.1,5,Upper body,74,M-NTC,RFA,"$925,000","$925,000",22,0,3,3,0,10,10,272,0,0.6,0.6,0.4
1993-12-21,Ottawa,ON,CAN,CAN,74,209,2012,1,15,R,2013,24,5,8476879,CODY.CECI,Cody Ceci,Ceci,Cody,D,OTT,82,5,14,8,19,12,43,0.23,-2.1,6.6,-27,-13.5,12,2442,114830,1913.8,1912.27,1914,23.34,38.79,26.00%,314,315,315,204,205,143,99,22,6,18,24,7.43,48.1678,141.8,455.8,14.3,447,662,861,34.20%,163,162,131,31,62,40,18,171,9.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,2,0,4,6,52,11,0,32,12,4,1,83,6,6,7,7,0,6,6,0,0,7.5,6,0,0,0,0,1562,2278,1161,1666,837,1209,66.62,109.33,73,122,8.70%,0.899,0.986,1565,2280,1164,1667,839,1211,72,121,737,1134,288,424,40,61,120,105,0.1,2.2,2.2,10,0.12,1.7533,-0.21,-0.69,-0.9,,,,346,30.2,2.30%,17.8,20.5,120.5,,,,,RFA,"$3,350,000","$2,800,000",366,25,67,92,-37,70,614,7600,3.6,12,15.6,17.8
1994-01-16,Estevan,SK,CAN,CAN,72,208,2012,1,8,L,2014,24,4,8476884,DERRICK.POULIOT,Derrick Pouliot,Pouliot,Derrick,D,VAN,71,3,19,9,22,11,33,0.31,7.2,7.2,-22,-5.3,39,1640,76048,1267.5,1249.25,1267,17.85,29.74,40.70%,180,185,185,120,124,78,66,7,1,10,11,4.37,47.7692,124.7,304.7,14.6,483,367,334,59.10%,79,78,78,0,46,67,24,118,12.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,1,6,39,7,0,28,2,0,0,41,13,6,14,13,1,6,5,1,-7,-1.3,11,1,0,1,0,1235,1091,919,805,674,604,54.88,55.34,54,63,8.00%,0.896,0.976,1255,1099,934,812,682,610,54,63,633,592,230,231,33,35,75,80,1,1.3,2.3,21.4,0.3,1.7938,0.01,-0.51,-0.5,,,,237,9.4,1.60%,18.1,21.7,111.7,,,,,RFA,"$800,000","$800,000",138,5,31,36,-33,49,170,2368,1.4,2.5,3.9,18.1
1994-02-26,Rochester,MI,USA,USA,75,202,2012,1,9,R,2013,23,5,8476885,JACOB.TROUBA,Jacob Trouba,Trouba,Jacob,D,WPG,55,3,21,11,24,13,67,0.44,2.7,7.7,9,7.6,34,1403,72263,1204.4,1204.38,1204,21.9,36.24,40.00%,277,277,277,185,185,144,80,10,3,19,22,5.82,56.0069,195.8,472.8,23.6,381,371,482,44.10%,84,84,58,26,41,54,28,100,9.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,3,37,3,0,58,10,0,0,73,17,12,17,17,0,11,11,0,-5,-1.2,17,0,0,0,0,1170,1270,884,922,658,667,55.9,57.39,60,60,9.10%,0.91,1.001,1170,1271,883,921,657,666,60,60,575,595,211,203,28,30,77,76,1.3,3,4.3,32.5,0.59,1.9062,0.59,-0.09,0.5,,,,218,6.6,1.70%,20.6,23.8,121.6,4,Undisclosed,195,,RFA,"$3,500,000","$2,812,500",326,34,95,129,29,239,685,7464,8.8,16,24.8,20.6
1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,L,2014,23,4,8476886,SLATER.KOEKKOEK,Slater Koekkoek,Koekkoek,Slater,D,TBL,35,4,4,2,8,21,92,0.23,3.7,3.2,4,0.4,18,568,23594,393.2,393.23,393,11.24,19.03,40.00%,74,74,74,53,53,43,22,3,3,1,4,2.02,46.3488,34.7,108.7,16.6,115,149,125,47.90%,36,36,39,-3,10,6,3,24,7.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,2,0,8,4,0,8,5,0,0,26,9,2,9,9,0,1,1,0,-7,-4.3,9,0,0,0,0,355,401,272,283,206,205,14.29,15.67,20,17,9.70%,0.917,1.014,359,401,276,283,208,205,20,17,176,183,65,70,12,10,29,31,0.7,0.9,1.6,8,0.23,0.6724,0.02,-0.18,-0.16,,,,78,4.3,3.30%,6.2,7.1,115.4,,,,,RFA,"$800,000","$800,000",76,4,9,13,-1,30,87,913,0.6,1.6,2.2,6.2
1994-05-15,Ann Arbor,MI,USA,USA,73,205,2012,2,42,L,2015,23,2,8476890,PATRICK.SIELOFF,Patrick Sieloff,Sieloff,Patrick,D,OTT,1,1,0,0,1,29,61,1,0,0.5,-2,-0.9,0,19,671,11.2,11.18,11,11.18,18.63,100.00%,4,4,4,3,3,3,0,0,0,0,0,0.05,56.6667,0,4,21.5,6,7,4,60.00%,1,1,0,1,0,0,0,1,8.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,16,14,12,11,8,10,0.25,0.77,1,3,12.50%,0.7,0.825,16,14,12,11,8,10,1,3,4,6,1,3,0,2,0,0,0.2,-0.1,0.1,0.8,0.82,0.0067,0,0,0,,,,2,0,37.60%,1,1,161,,,,,RFA,"$650,000","$650,000",2,2,0,2,-1,2,4,29,0.4,0,0.4,1
1994-01-05,Charlestown,MA,USA,USA,69,174,2012,3,85,L,2016,24,2,8476891,MATT.GRZELCYK,Matt Grzelcyk,Grzelcyk,Matt,D,BOS,61,3,12,4,15,15,70,0.25,15,5,21,9,22,1391,61271,1021.2,1021.18,1021,16.74,27.92,29.40%,178,178,178,125,125,82,52,4,1,7,8,3.7,46.6098,55.2,233.2,13.7,364,410,278,56.70%,45,45,74,-29,43,24,26,42,6.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,5,37,1,0,25,17,0,0,39,11,5,11,11,0,4,4,0,-6,-1.3,11,0,0,0,0,1021,789,773,586,573,418,43.85,32.87,51,23,8.90%,0.945,1.034,1021,789,771,586,571,418,51,23,490,363,169,144,29,12,60,68,0.6,3.8,4.4,28.5,0.47,0.5823,0.82,0.58,1.39,,,,109,6.5,1.50%,12.8,14.7,106.3,2,Lower body,23,,RFA,"$925,000","$858,750",63,3,12,15,21,24,86,1046,0.5,3.8,4.4,12.8
1993-05-12,St. Albert,AB,CAN,CAN,78,230,2012,3,86,R,2015,24,3,8476892,COLTON.PARAYKO,Colton Parayko,Parayko,Colton,D,STL,82,6,29,17,35,7,35,0.43,0.1,11.4,-7,9.9,13,2212,111263,1854.4,1854.38,1854,22.61,37.49,45.50%,394,394,394,287,287,212,108,12,12,20,32,9.61,52.8726,407.4,801.4,25.9,569,556,621,47.80%,120,120,149,-29,75,43,54,141,10.40%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,3,7,65,3,1,93,17,0,2,96,5,17,4,4,0,16,16,0,12,19.7,4,1,0,0,0,1848,1673,1410,1215,1023,912,87.21,75.94,77,87,7.50%,0.905,0.98,1843,1673,1405,1214,1018,911,75,86,904,820,327,294,36,47,79,102,1.9,3.8,5.6,53.8,0.66,2.37,0.01,0.63,0.64,,,,275,43.5,2.80%,33.7,38.9,113.9,,,,,UFA,"$6,500,000","$5,500,000",242,19,84,103,28,74,565,5103,6.9,14.2,21.1,33.7
1994-05-23,Vantaa,,FIN,FIN,75,213,2012,3,74,L,2015,23,3,8476902,ESA.LINDELL,Esa Lindell,Lindell,Esa,D,DAL,80,7,20,5,27,8,52,0.34,8.3,9.6,19,14,24,2237,105977,1766.3,1765.93,1766,22.08,36.61,32.50%,265,265,265,181,181,137,76,10,9,18,27,7.59,55.0949,107.3,372.3,12.6,586,606,602,49.30%,92,92,141,-49,44,50,19,123,9.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,5,0,0,6,38,2,0,23,31,1,0,80,12,5,12,12,0,6,6,0,-7,2.3,12,0,0,0,0,1737,1642,1279,1242,938,905,87.44,75.29,83,73,8.80%,0.919,1.008,1742,1646,1281,1244,937,907,84,73,909,810,364,290,42,38,120,106,1.4,5.3,6.7,40.5,0.51,2.1951,-0.3,0.08,-0.22,,,,239,9.3,3.20%,24.6,27.5,114.8,2,Illness,54,,RFA,"$2,200,000","$2,200,000",157,13,32,45,24,46,238,3419,2,8.7,10.7,24.6
